POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Austin Dillon	3	Chevrolet	160	21	10	41	1	0
2	Tyler Reddick	8	Chevrolet	160	6	13	39	4	0
3	Austin Cindric	2	Ford	160	14	13	34	0	0
4	Landon Cassill	77	Chevrolet	160	35	0	0	0	0
5	Noah Gragson	62	Chevrolet	160	37	0	0	0	0
6	Cody Ware	51	Ford	160	33	0	31	0	0
7	B.J. McLeod	78	Ford	160	36	2	0	0	0
8	Martin Truex Jr.	19	Toyota	160	13	1	44	15	0
9	David Ragan	15	Ford	160	34	0	28	0	0
10	Kyle Busch	18	Toyota	160	22	7	44	17	0
11	Bubba Wallace	23	Toyota	159	30	2	36	10	0
12	Joey Logano	22	Ford	158	3	14	42	17	0
13	Ty Gibbs	45	Toyota	158	23	0	0	0	0
14	Alex Bowman	48	Chevrolet	156	10	11	23	0	0
15	Ryan Blaney	12	Ford	154	16	0	22	0	0
16	Cole Custer	41	Ford	153	15	0	21	0	0
17	Erik Jones	43	Chevrolet	148	11	22	22	2	0
18	Ty Dillon	42	Chevrolet	144	25	1	19	0	0
19	Harrison Burton	21	Ford	140	29	0	26	8	0
20	Kevin Harvick	4	Ford	139	7	0	20	3	0
21	Aric Almirola	10	Ford	138	27	0	16	0	0
22	Ricky Stenhouse Jr.	47	Chevrolet	138	20	0	20	5	0
23	Todd Gilliland	38	Ford	138	32	0	19	5	0
24	Daniel Suarez	99	Chevrolet	137	4	2	13	0	0
25	Denny Hamlin	11	Toyota	137	19	13	20	8	0
26	Daniel Hemric	16	Chevrolet	137	28	1	0	0	0
27	Chris Buescher	17	Ford	137	8	0	10	0	0
28	Justin Haley	31	Chevrolet	137	18	8	9	0	0
29	Chase Elliott	9	Chevrolet	137	2	31	17	9	0
30	Corey LaJoie	7	Chevrolet	137	31	6	12	5	0
31	Chase Briscoe	14	Ford	124	26	0	6	0	0
32	Michael McDowell	34	Ford	101	9	2	6	1	0
33	Ross Chastain	1	Chevrolet	101	12	0	4	0	0
34	William Byron	24	Chevrolet	101	17	1	3	0	0
35	Brad Keselowski	6	Ford	31	24	0	2	0	0
36	Christopher Bell	20	Toyota	30	5	0	1	0	0
37	Kyle Larson	5	Chevrolet	14	1	0	1	0	0
