POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Chase Elliott	9	Chevrolet	276	24	39	45	5	0
2	Brad Keselowski	6	Ford	276	22	0	40	5	0
3	William Byron	24	Chevrolet	276	6	0	36	2	0
4	Tyler Reddick	45	Toyota	276	4	37	40	7	0
5	Daniel Suarez	99	Chevrolet	276	17	0	32	0	0
6	Chase Briscoe	14	Ford	276	5	0	43	12	0
7	Bubba Wallace	23	Toyota	276	10	5	40	10	0
8	Austin Dillon	3	Chevrolet	276	15	0	29	0	0
9	Kyle Busch	8	Chevrolet	276	35	0	28	0	0
10	Carson Hocevar	77	Chevrolet	276	16	0	27	0	0
11	Joey Logano	22	Ford	276	20	14	26	0	0
12	Ryan Preece	41	Ford	276	26	0	25	0	0
13	Ty Gibbs	54	Toyota	276	2	5	26	2	0
14	Martin Truex Jr.	19	Toyota	276	9	0	23	0	0
15	Chris Buescher	17	Ford	276	19	0	22	0	0
16	Ty Dillon	16	Chevrolet	276	36	0	0	0	0
17	Christopher Bell	20	Toyota	276	3	1	29	9	0
18	Noah Gragson	10	Ford	276	21	0	19	0	0
19	Erik Jones	43	Toyota	276	27	0	25	7	0
20	Daniel Hemric	31	Chevrolet	276	38	0	17	0	0
21	Kyle Larson	5	Chevrolet	276	1	77	26	10	0
22	Corey LaJoie	7	Chevrolet	276	23	0	15	0	0
23	Ricky Stenhouse Jr.	47	Chevrolet	276	31	0	17	3	0
24	Justin Haley	51	Ford	276	32	0	13	0	0
25	Austin Cindric	2	Ford	276	8	0	12	0	0
26	Zane Smith	71	Chevrolet	276	18	0	11	0	0
27	Kaz Grala	15	Ford	276	33	0	10	0	0
28	Harrison Burton	21	Ford	276	29	7	13	4	0
29	Jimmie Johnson	84	Toyota	276	37	0	8	0	0
30	Denny Hamlin	11	Toyota	276	11	37	15	8	0
31	Todd Gilliland	38	Ford	276	28	3	6	0	0
32	Ross Chastain	1	Chevrolet	275	12	33	15	10	0
33	Ryan Blaney	12	Ford	268	7	17	17	13	0
34	John Hunter Nemechek	42	Toyota	226	30	0	3	0	0
35	Michael McDowell	34	Ford	143	13	0	5	3	0
36	Josh Berry	4	Ford	136	25	0	1	0	0
37	Alex Bowman	48	Chevrolet	100	14	0	1	0	0
38	Austin Hill	33	Chevrolet	98	34	1	0	0	0
