POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Kyle Larson	5	Chevrolet	300	5	0	40	0	0
2	Ross Chastain	42	Chevrolet	300	19	0	35	0	0
3	William Byron	24	Chevrolet	300	4	0	34	0	0
4	Aric Almirola	10	Ford	300	1	0	33	0	0
5	Kevin Harvick	4	Ford	300	12	0	32	0	0
6	Ricky Stenhouse Jr.	47	Chevrolet	300	14	0	31	0	0
7	Daniel Suarez	99	Chevrolet	300	22	0	30	0	0
8	Kurt Busch	1	Chevrolet	300	30	0	29	0	0
9	Christopher Bell	20	Toyota	300	25	0	28	0	0
10	Joey Logano	22	Ford	300	3	0	27	0	0
11	Kyle Busch	18	Toyota	300	2	0	26	0	0
12	Austin Dillon	3	Chevrolet	300	28	0	25	0	0
13	Chase Elliott	9	Chevrolet	300	6	0	24	0	0
14	Ryan Newman	6	Ford	300	29	0	23	0	0
15	Alex Bowman	48	Chevrolet	300	8	0	22	0	0
16	Corey LaJoie	7	Chevrolet	300	24	0	21	0	0
17	Michael McDowell	34	Ford	300	23	0	20	0	0
18	Anthony Alfredo	38	Ford	300	18	0	19	0	0
19	Tyler Reddick	8	Chevrolet	300	26	0	18	0	0
20	Erik Jones	43	Chevrolet	300	9	0	17	0	0
21	Bubba Wallace	23	Toyota	299	21	0	16	0	0
22	Denny Hamlin	11	Toyota	299	13	0	15	0	0
23	Martin Truex Jr.	19	Toyota	299	35	0	14	0	0
24	Brad Keselowski	2	Ford	299	15	0	13	0	0
25	Matt DiBenedetto	21	Ford	299	11	0	12	0	0
26	Garrett Smithley	53	Chevrolet	298	36	0	0	0	0
27	Josh Bilicki	52	Ford	298	34	0	10	0	0
28	J.J. Yeley	51	Chevrolet	298	32	0	0	0	0
29	B.J. McLeod	78	Ford	295	31	0	0	0	0
30	Joey Gase	15	Chevrolet	295	37	0	0	0	0
31	Cole Custer	41	Ford	252	7	0	6	0	0
32	Chase Briscoe	14	Ford	227	16	0	5	0	0
33	Ryan Preece	37	Chevrolet	197	20	0	4	0	0
34	Chad Finchum	66	Toyota	157	33	0	0	0	0
35	David Starr	13	Toyota	126	38	0	0	0	0
36	Justin Haley	77	Chevrolet	79	27	0	0	0	0
37	Chris Buescher	17	Ford	77	17	0	1	0	0
38	Ryan Blaney	12	Ford	53	10	0	1	0	0
39	Quin Houff	00	Chevrolet	0	39	0	1	0	0
