POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Kyle Larson	5	Chevrolet	400	19	30	40	0	0
2	Joey Logano	22	Ford	400	15	25	35	0	0
3	Martin Truex Jr.	19	Toyota	400	5	0	34	0	0
4	Denny Hamlin	11	Toyota	400	11	36	33	0	0
5	Chase Briscoe	14	Ford	400	4	109	32	0	0
6	Aric Almirola	10	Ford	400	3	0	31	0	0
7	Ryan Blaney	12	Ford	400	31	0	30	0	0
8	Ricky Stenhouse Jr.	47	Chevrolet	400	16	0	29	0	0
9	Bubba Wallace	23	Toyota	400	9	0	28	0	0
10	Chase Elliott	9	Chevrolet	400	24	0	27	0	0
11	Alex Bowman	48	Chevrolet	400	23	0	26	0	0
12	Austin Dillon	3	Chevrolet	400	18	0	25	0	0
13	Ross Chastain	1	Chevrolet	400	34	31	24	0	0
14	Chris Buescher	17	Ford	400	10	0	23	0	0
15	Ryan Preece	41	Ford	400	1	135	22	0	0
16	Christopher Bell	20	Toyota	400	22	0	21	0	0
17	Daniel Suarez	99	Chevrolet	400	2	7	20	0	0
18	Ty Gibbs	54	Toyota	400	12	0	19	0	0
19	Michael McDowell	34	Ford	400	20	0	18	0	0
20	Kevin Harvick	4	Ford	400	7	20	17	0	0
21	Kyle Busch	8	Chevrolet	400	17	0	16	0	0
22	Tyler Reddick	45	Toyota	400	6	0	15	0	0
23	William Byron	24	Chevrolet	400	8	0	14	0	0
24	Brad Keselowski	6	Ford	400	21	7	13	0	0
25	Todd Gilliland	38	Ford	400	13	0	12	0	0
26	Corey LaJoie	7	Chevrolet	400	27	0	11	0	0
27	AJ Allmendinger	16	Chevrolet	400	14	0	10	0	0
28	Justin Haley	31	Chevrolet	400	26	0	9	0	0
29	Harrison Burton	21	Ford	400	32	0	8	0	0
30	Noah Gragson	42	Chevrolet	400	29	0	7	0	0
31	Erik Jones	43	Chevrolet	400	28	0	6	0	0
32	Ty Dillon	77	Chevrolet	400	35	0	5	0	0
33	Austin Cindric	2	Ford	400	25	0	4	0	0
34	Zane Smith	51	Ford	400	33	0	0	0	0
35	Anthony Alfredo	78	Chevrolet	400	30	0	0	0	0
36	J.J. Yeley	15	Ford	400	36	0	0	0	0
