POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Chase Elliott	9	Chevrolet	400	4	73	50	10	0
2	Ricky Stenhouse Jr.	47	Chevrolet	400	15	0	41	6	0
3	Ross Chastain	1	Chevrolet	400	7	86	46	12	0
4	Christopher Bell	20	Toyota	400	17	0	41	8	0
5	Alex Bowman	48	Chevrolet	400	6	2	40	8	0
6	Kyle Larson	5	Chevrolet	400	3	19	36	5	0
7	Kyle Busch	18	Toyota	400	10	103	41	11	0
8	Chris Buescher	17	Ford	400	1	18	34	5	0
9	Kevin Harvick	4	Ford	400	11	0	28	0	0
10	Erik Jones	43	Chevrolet	400	25	0	31	4	0
11	Justin Haley	31	Chevrolet	400	14	19	26	0	0
12	Martin Truex Jr.	19	Toyota	400	18	5	38	13	0
13	Chase Briscoe	14	Ford	400	23	0	24	0	0
14	Daniel Suarez	99	Chevrolet	400	8	0	23	0	0
15	Cole Custer	41	Ford	400	30	0	22	0	0
16	Bubba Wallace	23	Toyota	399	9	0	21	0	0
17	Michael McDowell	34	Ford	399	29	0	20	0	0
18	Corey LaJoie	7	Chevrolet	399	21	0	19	0	0
19	Aric Almirola	10	Ford	399	27	0	18	0	0
20	Brad Keselowski	6	Ford	399	20	0	18	1	0
21	Denny Hamlin	11	Toyota	399	2	67	26	10	0
22	William Byron	24	Chevrolet	399	33	0	19	4	0
23	Austin Dillon	3	Chevrolet	398	24	0	14	0	0
24	Harrison Burton	21	Ford	398	35	0	16	3	0
25	Ryan Preece	15	Ford	398	13	0	0	0	0
26	Ryan Blaney	12	Ford	397	5	8	21	10	0
27	Ty Dillon	42	Chevrolet	396	31	0	10	0	0
28	Todd Gilliland	38	Ford	396	34	0	9	0	0
29	Joey Logano	22	Ford	396	22	0	8	0	0
30	Tyler Reddick	8	Chevrolet	390	26	0	7	0	0
31	Kurt Busch	45	Toyota	388	16	0	6	0	0
32	Josh Bilicki	77	Chevrolet	381	36	0	0	0	0
33	AJ Allmendinger	16	Chevrolet	321	19	0	0	0	0
34	Cody Ware	51	Ford	238	28	0	3	0	0
35	B.J. McLeod	78	Ford	167	32	0	2	0	0
36	Austin Cindric	2	Ford	91	12	0	1	0	0
