POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Chase Briscoe	14	Ford	312	6	101	52	12	0
2	Ross Chastain	1	Chevrolet	312	17	0	39	4	0
3	Tyler Reddick	8	Chevrolet	312	12	0	46	12	0
4	Ryan Blaney	12	Ford	312	1	143	43	10	0
5	Kurt Busch	45	Toyota	312	15	0	32	0	0
6	Kevin Harvick	4	Ford	312	16	0	42	11	0
7	Kyle Busch	18	Toyota	312	11	0	30	0	0
8	Joey Logano	22	Ford	312	10	4	32	3	0
9	Daniel Suarez	99	Chevrolet	312	23	0	28	0	0
10	Chris Buescher	17	Ford	312	26	0	27	0	0
11	Chase Elliott	9	Chevrolet	312	19	50	43	17	0
12	Aric Almirola	10	Ford	312	5	0	25	0	0
13	Denny Hamlin	11	Toyota	312	2	0	24	0	0
14	Alex Bowman	48	Chevrolet	312	9	0	29	6	0
15	Ty Dillon	42	Chevrolet	312	21	0	22	0	0
16	Cole Custer	41	Ford	312	25	0	21	0	0
17	Justin Haley	31	Chevrolet	312	28	0	20	0	0
18	William Byron	24	Chevrolet	312	3	12	36	17	0
19	Todd Gilliland	38	Ford	312	33	0	18	0	0
20	AJ Allmendinger	16	Chevrolet	312	29	0	0	0	0
21	Austin Dillon	3	Chevrolet	311	13	0	19	3	0
22	Bubba Wallace	23	Toyota	311	27	0	15	0	0
23	Brad Keselowski	6	Ford	311	18	0	14	0	0
24	Austin Cindric	2	Ford	311	8	0	13	0	0
25	Erik Jones	43	Chevrolet	311	14	0	12	0	0
26	Christopher Bell	20	Toyota	310	4	0	16	5	0
27	Michael McDowell	34	Ford	310	22	0	10	0	0
28	Ricky Stenhouse Jr.	47	Chevrolet	310	36	0	9	0	0
29	Harrison Burton	21	Ford	309	24	0	8	0	0
30	Landon Cassill	77	Chevrolet	308	31	0	0	0	0
31	Cody Ware	51	Ford	307	32	0	6	0	0
32	Garrett Smithley	15	Ford	305	35	0	5	0	0
33	B.J. McLeod	78	Ford	304	34	0	4	0	0
34	Kyle Larson	5	Chevrolet	239	7	2	13	10	0
35	Martin Truex Jr.	19	Toyota	219	20	0	2	0	0
36	Corey LaJoie	7	Chevrolet	45	30	0	1	0	0
