POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Ryan Blaney	12	Ford	165	6	7	45	5	0
2	Chris Buescher	17	Ford	165	13	8	36	1	0
3	Bubba Wallace	23	Toyota	165	20	8	36	2	0
4	Ryan Newman	6	Ford	165	23	2	33	0	0
5	Ryan Preece	37	Chevrolet	165	24	0	34	2	0
6	Tyler Reddick	8	Chevrolet	165	17	0	38	7	0
7	Justin Haley	77	Chevrolet	165	28	0	0	0	0
8	Alex Bowman	48	Chevrolet	165	15	0	29	0	0
9	Chase Elliott	9	Chevrolet	165	5	36	38	10	0
10	B.J. McLeod	78	Ford	165	30	0	0	0	0
11	Josh Bilicki	52	Ford	165	36	0	26	0	0
12	Erik Jones	43	Chevrolet	165	21	0	25	0	0
13	Kurt Busch	1	Chevrolet	165	8	0	24	0	0
14	Denny Hamlin	11	Toyota	165	3	7	32	9	0
15	Aric Almirola	10	Ford	165	19	0	22	0	0
16	Kevin Harvick	4	Ford	165	11	4	21	0	0
17	Corey LaJoie	7	Chevrolet	164	33	1	24	4	0
18	Austin Dillon	3	Chevrolet	164	27	3	33	14	0
19	Ross Chastain	42	Chevrolet	164	29	14	25	7	0
20	Daniel Suarez	99	Chevrolet	164	26	0	17	0	0
21	Kyle Larson	5	Chevrolet	164	1	0	22	6	0
22	Chase Briscoe	14	Ford	164	16	0	15	0	0
23	Ricky Stenhouse Jr.	47	Chevrolet	164	12	0	18	4	0
24	Joey Logano	22	Ford	164	22	37	26	13	0
25	Cole Custer	41	Ford	164	25	0	12	0	0
26	Matt DiBenedetto	21	Ford	164	9	0	11	0	0
27	Anthony Alfredo	38	Ford	163	32	0	10	0	0
28	David Starr	66	Toyota	163	40	0	0	0	0
29	Cody Ware	51	Chevrolet	163	31	0	0	0	0
30	Martin Truex Jr.	19	Toyota	163	7	13	13	6	0
31	Garrett Smithley	53	Chevrolet	163	34	0	0	0	0
32	Joey Gase	15	Chevrolet	162	37	0	0	0	0
33	Christopher Bell	20	Toyota	157	14	8	5	1	0
34	Brad Keselowski	2	Ford	156	10	0	3	0	0
35	Kyle Busch	18	Toyota	156	4	5	13	11	0
36	Kaz Grala	16	Chevrolet	156	38	0	0	0	0
37	Landon Cassill	96	Toyota	146	39	0	0	0	0
38	William Byron	24	Chevrolet	146	2	12	9	8	0
39	Quin Houff	00	Chevrolet	136	35	0	1	0	0
40	Michael McDowell	34	Ford	23	18	0	1	0	0
