POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	William Byron	24	Chevrolet	271	2	176	60	20	0
2	Kyle Larson	5	Chevrolet	271	6	63	53	18	0
3	Alex Bowman	48	Chevrolet	271	11	2	46	12	0
4	Bubba Wallace	23	Toyota	271	13	0	41	8	0
5	Christopher Bell	20	Toyota	271	10	0	45	13	0
6	Austin Cindric	2	Ford	271	9	0	31	0	0
7	Martin Truex Jr.	19	Toyota	271	15	3	42	12	0
8	Justin Haley	31	Chevrolet	271	27	0	29	0	0
9	Kevin Harvick	4	Ford	271	14	0	29	1	0
10	Daniel Suarez	99	Chevrolet	271	24	0	27	0	0
11	Denny Hamlin	11	Toyota	271	12	10	35	9	0
12	Ross Chastain	1	Chevrolet	271	8	0	37	12	0
13	Ryan Blaney	12	Ford	271	3	0	24	0	0
14	Kyle Busch	8	Chevrolet	271	5	0	25	2	0
15	Tyler Reddick	45	Toyota	271	34	3	22	0	0
16	Aric Almirola	10	Ford	271	21	0	21	0	0
17	Brad Keselowski	6	Ford	271	7	5	23	3	0
18	AJ Allmendinger	16	Chevrolet	271	23	0	19	0	0
19	Erik Jones	43	Chevrolet	270	22	0	18	0	0
20	Corey LaJoie	7	Chevrolet	270	19	0	17	0	0
21	Chris Buescher	17	Ford	270	18	0	16	0	0
22	Ty Gibbs	54	Toyota	270	4	0	15	0	0
23	Ryan Preece	41	Ford	270	31	0	14	0	0
24	Ricky Stenhouse Jr.	47	Chevrolet	270	16	0	13	0	0
25	Michael McDowell	34	Ford	270	17	0	12	0	0
26	Harrison Burton	21	Ford	269	35	0	11	0	0
27	Austin Dillon	3	Chevrolet	269	26	0	10	0	0
28	Chase Briscoe	14	Ford	269	20	0	9	0	0
29	Josh Berry	9	Chevrolet	269	32	0	0	0	0
30	Noah Gragson	42	Chevrolet	269	25	0	7	0	0
31	Todd Gilliland	38	Ford	268	28	0	6	0	0
32	B.J. McLeod	78	Chevrolet	266	36	0	5	0	0
33	J.J. Yeley	15	Ford	265	29	0	4	0	0
34	Ty Dillon	77	Chevrolet	265	33	0	3	0	0
35	Cody Ware	51	Ford	259	30	0	2	0	0
36	Joey Logano	22	Ford	183	1	9	1	0	0
