POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Denny Hamlin	11	Toyota	208	16	12	47	7	0
2	Kyle Busch	18	Toyota	208	26	0	35	0	0
3	Kevin Harvick	4	Ford	208	20	10	40	6	0
4	Brad Keselowski	2	Ford	208	8	7	33	0	0
5	Erik Jones	20	Toyota	208	13	27	39	7	0
6	Joey Logano	22	Ford	208	3	19	39	8	0
7	Aric Almirola	10	Ford	208	9	0	35	5	0
8	Jimmie Johnson	48	Chevrolet	208	37	0	29	0	0
9	Matt DiBenedetto	21	Ford	208	7	0	29	1	0
10	Martin Truex Jr.	19	Toyota	208	15	16	44	17	0
11	Christopher Bell	95	Toyota	208	24	0	26	0	0
12	William Byron	24	Chevrolet	208	34	0	30	5	0
13	Tyler Reddick	8	Chevrolet	208	14	0	24	0	0
14	Ryan Newman	6	Ford	208	6	5	23	0	0
15	Kurt Busch	1	Chevrolet	208	18	0	22	0	0
16	Bubba Wallace	43	Chevrolet	208	21	3	21	0	0
17	Michael McDowell	34	Ford	208	23	0	20	0	0
18	Alex Bowman	5	Chevrolet	208	19	0	29	10	0
19	Ty Dillon	13	Chevrolet	208	2	8	18	0	0
20	Austin Dillon	3	Chevrolet	208	10	0	17	0	0
21	Ryan Blaney	12	Ford	208	5	0	24	8	0
22	Clint Bowyer	14	Ford	208	4	71	35	20	0
23	Chris Buescher	17	Ford	208	32	0	14	0	0
24	Corey LaJoie	32	Ford	207	31	0	13	0	0
25	Ricky Stenhouse Jr.	47	Chevrolet	207	39	0	12	0	0
26	Quin Houff	00	Chevrolet	207	35	0	11	0	0
27	Daniel Suarez	96	Toyota	207	25	1	10	0	0
28	J.J. Yeley	77	Chevrolet	207	29	0	0	0	0
29	Joey Gase	51	Ford	207	30	0	0	0	0
30	Matt Kenseth	42	Chevrolet	206	11	0	9	2	0
31	Cole Custer	41	Ford	206	22	0	6	0	0
32	Gray Gaulding	27	Ford	206	28	0	5	0	0
33	Timmy Hill	66	Toyota	204	33	0	0	0	0
34	Garrett Smithley	53	Ford	204	36	0	3	0	0
35	John Hunter Nemechek	38	Ford	202	12	0	2	0	0
36	B.J. McLeod	78	Chevrolet	202	38	0	0	0	0
37	Brennan Poole	15	Chevrolet	201	27	1	1	0	0
38	Chase Elliott	9	Chevrolet	200	17	28	14	13	0
39	Ryan Preece	37	Chevrolet	69	1	1	2	1	0
