POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Ryan Blaney	12	Ford	191	12	63	54	14	0
2	Ricky Stenhouse Jr.	47	Chevrolet	191	20	5	45	10	0
3	Aric Almirola	10	Ford	191	15	0	34	0	0
4	Denny Hamlin	11	Toyota	191	2	18	33	0	0
5	Erik Jones	20	Toyota	191	18	0	32	0	0
6	Chris Buescher	17	Ford	191	21	4	33	2	0
7	Alex Bowman	5	Chevrolet	191	8	12	39	9	0
8	John Hunter Nemechek	38	Ford	191	22	0	29	0	0
9	Kurt Busch	1	Chevrolet	191	7	0	31	3	0
10	Kevin Harvick	4	Ford	191	5	2	27	0	0
11	William Byron	24	Chevrolet	191	19	11	28	2	0
12	Ty Dillon	13	Chevrolet	191	33	0	25	0	0
13	Jimmie Johnson	48	Chevrolet	191	4	1	31	7	0
14	Bubba Wallace	43	Chevrolet	191	24	1	27	4	0
15	Ryan Preece	37	Chevrolet	191	31	3	22	0	0
16	Corey LaJoie	32	Ford	191	25	0	21	0	0
17	Joey Logano	22	Ford	191	9	33	33	13	0
18	Michael McDowell	34	Ford	191	26	0	19	0	0
19	Brad Keselowski	2	Ford	191	6	0	29	11	0
20	Tyler Reddick	8	Chevrolet	191	16	19	27	10	0
21	Brendan Gaughan	62	Chevrolet	191	39	0	16	0	0
22	Cole Custer	41	Ford	191	28	0	18	3	0
23	Martin Truex Jr.	19	Toyota	191	1	4	14	0	0
24	Ryan Newman	6	Ford	190	14	1	13	0	0
25	Clint Bowyer	14	Ford	190	10	0	12	0	0
26	Matt DiBenedetto	21	Ford	190	23	1	11	0	0
27	Quin Houff	00	Chevrolet	190	32	0	10	0	0
28	Daniel Suarez	96	Toyota	190	37	0	9	0	0
29	Christopher Bell	95	Toyota	190	35	4	14	6	0
30	Gray Gaulding	27	Ford	190	29	0	0	0	0
31	B.J. McLeod	77	Chevrolet	190	30	0	0	0	0
32	Kyle Busch	18	Toyota	189	3	5	19	14	0
33	Timmy Hill	66	Toyota	185	38	0	0	0	0
34	Garrett Smithley	78	Chevrolet	185	40	0	0	0	0
35	Brennan Poole	15	Chevrolet	178	27	1	2	0	0
36	J.J. Yeley	53	Ford	178	34	0	0	0	0
37	Joey Gase	51	Ford	141	36	0	0	0	0
38	Chase Elliott	9	Chevrolet	135	11	3	3	2	0
39	Austin Dillon	3	Chevrolet	133	17	0	1	0	0
40	Matt Kenseth	42	Chevrolet	127	13	0	1	0	0
