POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Kyle Busch	18	Toyota	250	11	1	52	12	0
2	Tyler Reddick	8	Chevrolet	250	3	99	39	4	0
3	Joey Logano	22	Ford	250	10	0	42	8	0
4	Kyle Larson	5	Chevrolet	250	5	27	48	15	0
5	Ryan Blaney	12	Ford	250	25	0	36	4	0
6	Alex Bowman	48	Chevrolet	250	8	0	36	5	0
7	Christopher Bell	20	Toyota	250	2	0	47	17	0
8	Chase Elliott	9	Chevrolet	250	9	0	36	7	0
9	Michael McDowell	34	Ford	250	17	0	31	3	0
10	Ty Dillon	42	Chevrolet	250	7	0	36	9	0
11	Brad Keselowski	6	Ford	250	18	0	26	0	0
12	Daniel Suarez	99	Chevrolet	250	21	64	33	8	0
13	Cole Custer	41	Ford	250	1	0	24	0	0
14	Justin Haley	31	Chevrolet	250	6	0	23	0	0
15	Chris Buescher	17	Ford	250	15	0	22	0	0
16	Austin Cindric	2	Ford	250	20	0	21	0	0
17	Todd Gilliland	38	Ford	250	23	0	20	0	0
18	William Byron	24	Chevrolet	250	19	0	19	0	0
19	Corey LaJoie	7	Chevrolet	250	26	0	18	0	0
20	Harrison Burton	21	Ford	250	24	0	17	0	0
21	Martin Truex Jr.	19	Toyota	250	30	0	16	0	0
22	Chase Briscoe	14	Ford	250	4	59	25	10	0
23	Aric Almirola	10	Ford	250	31	0	14	0	0
24	Erik Jones	43	Chevrolet	250	14	0	13	0	0
25	Josh Williams	78	Ford	250	36	0	0	0	0
26	Cody Ware	51	Ford	250	35	0	11	0	0
27	Noah Gragson	16	Chevrolet	248	28	0	0	0	0
28	Bubba Wallace	23	Toyota	245	22	0	9	0	0
29	Ricky Stenhouse Jr.	47	Chevrolet	240	16	0	9	1	0
30	J.J. Yeley	15	Ford	221	29	0	0	0	0
31	Austin Dillon	3	Chevrolet	211	12	0	13	7	0
32	Kurt Busch	45	Toyota	211	13	0	5	0	0
33	Ross Chastain	1	Chevrolet	150	33	0	4	0	0
34	Kevin Harvick	4	Ford	100	32	0	3	0	0
35	Denny Hamlin	11	Toyota	91	34	0	2	0	0
36	Justin Allgaier	77	Chevrolet	74	27	0	0	0	0
