POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Martin Truex Jr.	19	Toyota	400	3	80	51	11	0
2	Denny Hamlin	11	Toyota	400	2	197	55	20	0
3	Christopher Bell	20	Toyota	400	10	10	39	5	0
4	Chase Elliott	9	Chevrolet	400	13	58	42	9	0
5	Joey Logano	22	Ford	400	6	0	46	14	0
6	Kyle Larson	5	Chevrolet	400	1	8	45	14	0
7	Ross Chastain	42	Chevrolet	400	17	4	39	9	0
8	Kevin Harvick	4	Ford	400	5	0	32	3	0
9	Kyle Busch	18	Toyota	400	15	39	37	9	0
10	Ryan Blaney	12	Ford	399	8	0	33	6	0
11	Austin Dillon	3	Chevrolet	399	19	0	26	0	0
12	Alex Bowman	48	Chevrolet	399	12	0	27	2	0
13	Brad Keselowski	2	Ford	399	7	0	28	4	0
14	Aric Almirola	10	Ford	399	9	0	27	4	0
15	Tyler Reddick	8	Chevrolet	398	11	0	22	0	0
16	Chase Briscoe	14	Ford	398	26	0	21	0	0
17	Daniel Suarez	99	Chevrolet	398	22	0	20	0	0
18	Matt DiBenedetto	21	Ford	398	28	0	19	0	0
19	William Byron	24	Chevrolet	398	14	0	18	0	0
20	Ryan Newman	6	Ford	398	24	0	17	0	0
21	Erik Jones	43	Chevrolet	398	31	0	16	0	0
22	Cole Custer	41	Ford	397	21	0	15	0	0
23	Ricky Stenhouse Jr.	47	Chevrolet	397	23	0	14	0	0
24	Chris Buescher	17	Ford	396	18	0	13	0	0
25	Ryan Preece	37	Chevrolet	396	20	0	12	0	0
26	Anthony Alfredo	38	Ford	396	30	0	11	0	0
27	Justin Haley	77	Chevrolet	396	29	0	0	0	0
28	Michael McDowell	34	Ford	395	16	0	9	0	0
29	Corey LaJoie	7	Chevrolet	395	25	0	8	0	0
30	B.J. McLeod	78	Ford	393	32	0	0	0	0
31	Garrett Smithley	51	Chevrolet	389	36	0	0	0	0
32	Bubba Wallace	23	Toyota	388	27	0	5	0	0
33	Joey Gase	15	Chevrolet	387	34	0	0	0	0
34	J.J. Yeley	53	Chevrolet	386	37	0	0	0	0
35	Quin Houff	00	Chevrolet	386	35	0	2	0	0
36	Josh Bilicki	52	Ford	385	33	0	1	0	0
37	Kurt Busch	1	Chevrolet	40	4	4	1	0	0
