POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Alex Bowman	48	Chevrolet	400	16	98	51	11	0
2	Kyle Larson	5	Chevrolet	400	4	263	55	20	0
3	Chase Elliott	9	Chevrolet	400	8	0	50	16	0
4	William Byron	24	Chevrolet	400	3	21	45	12	0
5	Joey Logano	22	Ford	400	9	0	36	4	0
6	Kevin Harvick	4	Ford	400	5	0	42	11	0
7	Denny Hamlin	11	Toyota	400	2	2	45	15	0
8	Tyler Reddick	8	Chevrolet	400	12	0	30	1	0
9	Daniel Suarez	99	Chevrolet	400	24	0	28	0	0
10	Cole Custer	41	Ford	400	30	0	27	0	0
11	Bubba Wallace	23	Toyota	400	22	0	26	0	0
12	Ryan Blaney	12	Ford	400	7	0	33	8	0
13	Kurt Busch	1	Chevrolet	400	28	0	28	4	0
14	Austin Dillon	3	Chevrolet	400	14	0	25	2	0
15	Ross Chastain	42	Chevrolet	400	19	0	22	0	0
16	Brad Keselowski	2	Ford	400	15	0	25	4	0
17	Chris Buescher	17	Ford	400	10	0	22	2	0
18	Ryan Preece	37	Chevrolet	399	25	0	19	0	0
19	Martin Truex Jr.	19	Toyota	399	1	16	18	0	0
20	Ricky Stenhouse Jr.	47	Chevrolet	399	20	0	17	0	0
21	Christopher Bell	20	Toyota	396	11	0	16	0	0
22	Erik Jones	43	Chevrolet	396	23	0	15	0	0
23	Ryan Newman	6	Ford	396	13	0	14	0	0
24	Matt DiBenedetto	21	Ford	395	18	0	13	0	0
25	Michael McDowell	34	Ford	395	21	0	12	0	0
26	Corey LaJoie	7	Chevrolet	393	26	0	11	0	0
27	Kyle Busch	18	Toyota	393	6	0	10	0	0
28	Anthony Alfredo	38	Ford	392	27	0	9	0	0
29	Quin Houff	00	Chevrolet	388	35	0	8	0	0
30	Josh Berry	77	Chevrolet	388	29	0	0	0	0
31	Cody Ware	51	Chevrolet	387	34	0	0	0	0
32	Garrett Smithley	53	Ford	383	36	0	0	0	0
33	James Davison	15	Chevrolet	382	33	0	4	0	0
34	Josh Bilicki	52	Ford	381	37	0	3	0	0
35	Chase Briscoe	14	Ford	335	17	0	2	0	0
36	B.J. McLeod	78	Ford	334	31	0	0	0	0
37	Aric Almirola	10	Ford	300	32	0	1	0	0
